WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.4912175193545 -34.5971808854078,-58.4929088631432 -34.5970674458697))",673,8351,20045,SAN MARTIN AV.,5151,5299,5152,5300,AVENIDA,155.66,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.490186189137 -34.5972500684051,-58.4912175193545 -34.5971808854078))",674,8375,20045,SAN MARTIN AV.,5101,5149,5102,5150,AVENIDA,94.92,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4895267678338 -34.5972965549806,-58.490186189137 -34.5972500684051))",675,8387,20045,SAN MARTIN AV.,5079,5099,5052,5100,AVENIDA,60.71,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4885444896067 -34.5973639526768,-58.4895267678338 -34.5972965549806))",676,8402,20045,SAN MARTIN AV.,5001,5077,5002,5050,AVENIDA,90.42,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4877982844636 -34.5974162935576,-58.4885444896067 -34.5973639526768))",677,8406,20045,SAN MARTIN AV.,4951,4999,4952,5000,AVENIDA,68.7,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4871433743308 -34.5974629071753,-58.4873536438493 -34.597447441742,-58.4877982844636 -34.5974162935576))",678,8416,20045,SAN MARTIN AV.,4901,4949,4902,4950,AVENIDA,60.3,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4866811047486 -34.5974969438747,-58.4871433743308 -34.5974629071753))",679,8420,20045,SAN MARTIN AV.,4861,4899,4852,4900,AVENIDA,42.57,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4832875557184 -34.5977954256205,-58.4834561601063 -34.5977580818655,-58.4848534848842 -34.5976347594716))",680,8476,20045,SAN MARTIN AV.,4501,4699,4502,4678,AVENIDA,144.92,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.48078026076 -34.5988311813768,-58.4821273837689 -34.5982507406932))",681,8739,20045,SAN MARTIN AV.,4201,4399,4202,4400,AVENIDA,139.34,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4797472749255 -34.5992762767636,-58.48078026076 -34.5988311813768))",682,8843,20045,SAN MARTIN AV.,4101,4199,4102,4200,AVENIDA,106.85,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4788312891424 -34.599670923493,-58.4797472749255 -34.5992762767636))",683,8936,20045,SAN MARTIN AV.,4001,4099,4002,4100,AVENIDA,94.75,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.471263094678 -34.6013258370978,-58.4720066919426 -34.6011571142435,-58.4722094755277 -34.6011140687975))",684,9401,20045,SAN MARTIN AV.,3401,3499,3402,3500,AVENIDA,89.93,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4703101513616 -34.6015421760998,-58.471263094678 -34.6013258370978))",685,9448,20045,SAN MARTIN AV.,3301,3399,3302,3400,AVENIDA,90.65,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4689122822032 -34.601860365976,-58.4691344872453 -34.6018090144794,-58.4703101513616 -34.6015421760998))",686,9540,20045,SAN MARTIN AV.,3201,3299,3202,3300,AVENIDA,132.99,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4673340151915 -34.6022495354184,-58.467492941229 -34.6022101615868,-58.4687660474554 -34.601894107011,-58.4689122822032 -34.601860365976))",687,9663,20045,SAN MARTIN AV.,3001,3199,3002,3200,AVENIDA,151.07,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4660827016225 -34.6025595882901,-58.4673340151915 -34.6022495354184))",688,9741,20045,SAN MARTIN AV.,2863,2999,2902,3000,AVENIDA,119.82,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.465796955897 -34.602630373209,-58.4660827016225 -34.6025595882901))",689,9758,20045,SAN MARTIN AV.,2837,2861,2882,2900,AVENIDA,27.36,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4649457629742 -34.6028430759609,-58.465278524191 -34.6027589112645,-58.465796955897 -34.602630373209))",690,9814,20045,SAN MARTIN AV.,2801,2835,2802,2880,AVENIDA,81.57,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4643593623198 -34.6029914712455,-58.4649457629742 -34.6028430759609))",691,9867,20045,SAN MARTIN AV.,2751,2799,2772,2800,AVENIDA,56.25,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4629111950198 -34.6033581159325,-58.4630730210854 -34.6033169168047,-58.4643593623198 -34.6029914712455))",692,9964,20045,SAN MARTIN AV.,2601,2749,2586,2770,AVENIDA,138.92,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4621085353709 -34.6035625590252,-58.4629111950198 -34.6033581159325))",693,10018,20045,SAN MARTIN AV.,2479,2599,2502,2584,AVENIDA,77.04,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4615883035222 -34.6036950956092,-58.4621085353709 -34.6035625590252))",694,10042,20045,SAN MARTIN AV.,2401,2477,2402,2500,AVENIDA,49.93,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4614694028874 -34.6037253773009,-58.4615883035222 -34.6036950956092))",695,10050,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,11.41,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4601240140232 -34.6040687495447,-58.4605391472324 -34.6039623451416,-58.4614694028874 -34.6037253773009))",696,10123,20045,SAN MARTIN AV.,2301,2399,2302,2400,AVENIDA,129.15,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4600209545276 -34.6040951567711,-58.4601240140232 -34.6040687495447))",697,10135,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,9.9,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4589348227102 -34.6043736597031,-58.4600209545276 -34.6040951567711))",698,10207,20045,SAN MARTIN AV.,2207,2299,2222,2300,AVENIDA,104.31,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4584739469889 -34.6044918180705,-58.4589348227102 -34.6043736597031))",699,10237,20045,SAN MARTIN AV.,2201,2205,2202,2220,AVENIDA,44.26,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4864869309628 -34.5975112077831,-58.4866811047486 -34.5974969438747))",700,8425,20045,SAN MARTIN AV.,4851,4859,4818,4850,AVENIDA,17.88,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4821273837689 -34.5982507406932,-58.4829845550301 -34.5978854203371))",701,8514,20045,SAN MARTIN AV.,4401,4499,4402,4500,AVENIDA,88.46,,,Proyectado,11,ver num USIG,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4848534848842 -34.5976347594716,-58.4850891332861 -34.5976140818612,-58.4851811105721 -34.5976073041255,-58.4861305197001 -34.5975374045113))",702,8439,20045,SAN MARTIN AV.,4701,4845,4680,4750,AVENIDA,117.65,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4861305197001 -34.5975374045113,-58.4864869309628 -34.5975112077831))",703,27571,20045,SAN MARTIN AV.,4847,4849,4752,4816,AVENIDA,32.82,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5031804633847 -34.5945821598252,-58.5035437890607 -34.5944500929056))",704,27674,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,36.41,,,Proyectado,11,Cierre de estas calles por Construcción de Túnel bajo vías del FFCC - Comienzo en Agosto de 2014,AV.SAN MARTIN,EN OBRA,10,VÍA DISTRIBUIDORA PRINCIPAL,SI,SI,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4722094755277 -34.6011140687975,-58.4731009194378 -34.6009183547965,-58.4739513940818 -34.6007316524907,-58.4749031274094 -34.6005226797947,-58.4752996602609 -34.60043559391,-58.4758488946868 -34.6003170102978,-58.4763923362789 -34.6001995516651,-58.4777284926517 -34.5999109326568,-58.4785428374752 -34.5997349778267,-58.4788312891424 -34.599670923493))",705,29053,20045,SAN MARTIN AV.,0,0,0,0,PUENTE,628.16,,,Proyectado,11,El Eje pertenece al Puente San Martín.  El Área Hospitalaria no cambia de acuerdo con la vereda par o impar sino a lo largo del eje.,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,SI,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4829845550301 -34.5978854203371,-58.4832875557184 -34.5977954256205))",706,29067,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,29.53,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA LOCAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4605654724221 -34.5575881298761,-58.4607789639131 -34.5573593969162))",707,1707,3005,CABILDO AV.,2585,2599,2602,2610,AVENIDA,32.06,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4599154567144 -34.5582877067818,-58.4599597222617 -34.5582370730622,-58.4605654724221 -34.5575881298761))",708,1776,3005,CABILDO AV.,2501,2583,2502,2600,AVENIDA,97.89,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4566942229765 -34.5620361085955,-58.4571224434121 -34.5615388666294,-58.4575077527075 -34.5610857769914))",709,2153,3005,CABILDO AV.,2101,2199,2102,2200,AVENIDA,129.19,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4558732684313 -34.5629893919874,-58.4566942229765 -34.5620361085955))",710,2268,3005,CABILDO AV.,2001,2099,2002,2100,AVENIDA,129.85,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4550654063644 -34.5639273181488,-58.4558732684313 -34.5629893919874))",711,2375,3005,CABILDO AV.,1901,1999,1902,2000,AVENIDA,127.76,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4533138768004 -34.5655434191432,-58.4535369313262 -34.5654142090892,-58.4542500338572 -34.5648741116901))",712,2582,3005,CABILDO AV.,1701,1799,1702,1800,AVENIDA,113.72,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4470434347919 -34.5688864067395,-58.4481344297387 -34.5683288595467))",713,3017,3005,CABILDO AV.,1101,1199,1102,1200,AVENIDA,117.68,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4464981880581 -34.5691611977386,-58.4466923959264 -34.5690658702352,-58.4470434347919 -34.5688864067395))",714,3059,3005,CABILDO AV.,1001,1099,1002,1100,AVENIDA,58.59,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4438289555358 -34.5704718843866,-58.444111974782 -34.5703329122806))",715,3233,3005,CABILDO AV.,685,699,702,720,AVENIDA,30.2,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4396614972696 -34.5727040809406,-58.4407460466998 -34.5721063868254))",716,3552,3005,CABILDO AV.,301,399,302,400,AVENIDA,119.59,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4507815771291 -34.5669200457824,-58.4515851897623 -34.5664811022271,-58.4517193652903 -34.5664100571938))",717,2693,3005,CABILDO AV.,1501,1549,1502,1550,AVENIDA,102.99,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4590967045102 -34.5592274206512,-58.4592440609085 -34.5590567880299,-58.4599154567144 -34.5582877067818))",718,1876,3005,CABILDO AV.,2401,2499,2402,2500,AVENIDA,128.51,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4582971725007 -34.5601576224202,-58.4585333225007 -34.5598798792401,-58.4590967045102 -34.5592274206512))",719,1965,3005,CABILDO AV.,2301,2399,2302,2400,AVENIDA,126.62,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4575077527075 -34.5610857769914,-58.4582971725007 -34.5601576224202))",720,2053,3005,CABILDO AV.,2201,2299,2202,2300,AVENIDA,125.9,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4542500338572 -34.5648741116901,-58.4550654063644 -34.5639273181488))",721,2496,3005,CABILDO AV.,1801,1899,1802,1900,AVENIDA,128.96,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4531554395632 -34.5656351685903,-58.4533138768004 -34.5655434191432))",722,2587,3005,CABILDO AV.,0,0,0,0,AVENIDA,17.75,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4522885871096 -34.566108624629,-58.4528664886437 -34.565802542151,-58.4531554395632 -34.5656351685903))",723,2653,3005,CABILDO AV.,1601,1699,1602,1700,AVENIDA,95.35,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4517193652903 -34.5664100571938,-58.4522885871096 -34.566108624629))",724,2682,3005,CABILDO AV.,1551,1599,1552,1600,AVENIDA,62.02,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4499311301641 -34.5673815850015,-58.4501640692946 -34.5672572414894,-58.4507815771291 -34.5669200457824))",725,2808,3005,CABILDO AV.,1401,1499,1402,,AVENIDA,93.34,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4490455975882 -34.5678541003122,-58.4499311301641 -34.5673815850015))",726,2870,3005,CABILDO AV.,1301,1399,1302,1400,AVENIDA,96.7,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4481344297387 -34.5683288595467,-58.4486439076406 -34.5680684938308,-58.4490455975882 -34.5678541003122))",727,2940,3005,CABILDO AV.,1201,1299,1202,1300,AVENIDA,98.83,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4457062819143 -34.5695500378412,-58.4464981880581 -34.5691611977386))",728,3115,3005,CABILDO AV.,901,999,902,1000,AVENIDA,84.51,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4448870374115 -34.5699523196394,-58.4457062819143 -34.5695500378412))",729,3167,3005,CABILDO AV.,801,899,802,900,AVENIDA,87.43,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.444111974782 -34.5703329122806,-58.4448870374115 -34.5699523196394))",730,3219,3005,CABILDO AV.,701,799,722,800,AVENIDA,82.71,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4429576654139 -34.5709154837275,-58.4436411269779 -34.57056403926,-58.4438289555358 -34.5704718843866))",731,3309,3005,CABILDO AV.,601,683,602,700,AVENIDA,93.89,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4425455592552 -34.5711273200666,-58.4429576654139 -34.5709154837275))",732,3336,3005,CABILDO AV.,561,599,562,600,AVENIDA,44.52,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4419453596031 -34.5714454624269,-58.4422048889186 -34.5713024764887,-58.4425455592552 -34.5711273200666))",733,3387,3005,CABILDO AV.,501,559,502,560,AVENIDA,65.42,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4407460466998 -34.5721063868254,-58.4419453596031 -34.5714454624269))",734,3477,3005,CABILDO AV.,401,499,402,500,AVENIDA,132.24,,,Proyectado,20,Inaugurado en Noviembre de 2016 - Metrobus Cabildo Segunda Etapa,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.3730442281036 -34.5945171937789,-58.3738422279628 -34.593567768001))",749,7797,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,AVENIDA,128.27,,,Proyectado,30,Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares.,AV.LEANDRO N.ALEM,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus del Bajo 1,"2,9km",300.000pax/dia
"MULTILINESTRING ((-58.372812338975 -34.5949893535354,-58.3730442281036 -34.5945171937789))",750,7885,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,AVENIDA,56.53,,,Proyectado,30,Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares.,AV.LEANDRO N.ALEM,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus del Bajo 1,"2,9km",300.000pax/dia
"MULTILINESTRING ((-58.3722559369333 -34.596132338064,-58.3723057068399 -34.5960211762528,-58.372812338975 -34.5949893535354))",751,8110,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,AVENIDA,136.69,,,Proyectado,30,Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares.,AV.LEANDRO N.ALEM,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus del Bajo 1,"2,9km",300.000pax/dia
"MULTILINESTRING ((-58.3718036473526 -34.5971430015113,-58.3722559369333 -34.596132338064))",752,8349,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,AVENIDA,119.55,,,Proyectado,30,Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares.,AV.LEANDRO N.ALEM,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus del Bajo 1,"2,9km",300.000pax/dia
"MULTILINESTRING ((-58.3703754795873 -34.601888966095,-58.3704057073031 -34.6015887734024,-58.3705109061535 -34.6006532057048))",753,9555,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,AVENIDA,137.65,,,Proyectado,30,Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares.,AV.LEANDRO N.ALEM,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus del Bajo 1,"2,9km",300.000pax/dia
