WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.4720939267085 -34.5438166925125,-58.4726919052075 -34.5430086488227))",610,261,3005,CABILDO AV.,4401,4499,4402,4500,AVENIDA,105.11,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4715370398085 -34.5445693050372,-58.4720939267085 -34.5438166925125))",611,303,3005,CABILDO AV.,4301,4399,4302,4400,AVENIDA,97.89,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4710125664904 -34.545278952949,-58.4715370398085 -34.5445693050372))",612,348,3005,CABILDO AV.,4201,4299,4202,4300,AVENIDA,92.28,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4704308953425 -34.5460660001798,-58.4710125664904 -34.545278952949))",613,400,3005,CABILDO AV.,4101,4199,4102,4200,AVENIDA,102.34,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4699395073873 -34.5467154271084,-58.4704308953425 -34.5460660001798))",614,448,3005,CABILDO AV.,4001,4099,4002,4100,AVENIDA,85,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4694007066118 -34.5474104905483,-58.4699395073873 -34.5467154271084))",615,499,3005,CABILDO AV.,3901,3999,3902,4000,AVENIDA,91.6,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4688478534461 -34.5481137920632,-58.4691289624369 -34.5477610849947,-58.4694007066118 -34.5474104905483))",616,563,3005,CABILDO AV.,3801,3899,3802,3900,AVENIDA,93.07,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4686675638325 -34.5483469743722,-58.4688478534461 -34.5481137920632))",617,599,3005,CABILDO AV.,3751,3799,0,0,AVENIDA,30.71,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4685085279942 -34.5485396032595,-58.4685530396568 -34.5484837534505))",618,607,3005,CABILDO AV.,0,0,0,0,AVENIDA,7.42,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4681892848515 -34.5489399888592,-58.4682258818072 -34.5488942808476,-58.4685085279942 -34.5485396032595))",619,655,3005,CABILDO AV.,3701,3749,3702,3800,AVENIDA,53.21,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4675597258582 -34.5497266015322,-58.4681892848515 -34.5489399888592))",620,757,3005,CABILDO AV.,3601,3699,3624,3700,AVENIDA,104.66,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4673134141682 -34.5500343718968,-58.4675597258582 -34.5497266015322))",621,793,3005,CABILDO AV.,3563,3599,3602,3622,AVENIDA,40.95,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4669509224272 -34.5504868708854,-58.46702088476 -34.5503998221309,-58.4673134141682 -34.5500343718968))",622,850,3005,CABILDO AV.,3501,3561,3532,3600,AVENIDA,60.22,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4666773700104 -34.5508272480213,-58.4669509224272 -34.5504868708854))",623,895,3005,CABILDO AV.,3451,3499,3502,3530,AVENIDA,45.34,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4663417673525 -34.5512449539196,-58.4666773700104 -34.5508272480213))",624,945,3005,CABILDO AV.,3401,3449,3434,3500,AVENIDA,55.64,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4660344194375 -34.5516273043498,-58.4663417673525 -34.5512449539196))",625,990,3005,CABILDO AV.,3357,3399,3402,3432,AVENIDA,50.94,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4657330268022 -34.5520023999784,-58.4660344194375 -34.5516273043498))",626,1041,3005,CABILDO AV.,3301,3355,3306,3400,AVENIDA,49.97,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4651328720414 -34.5527492084447,-58.4657330268022 -34.5520023999784))",627,1135,3005,CABILDO AV.,3201,3299,3202,3304,AVENIDA,99.49,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4645195982966 -34.5535122824196,-58.4651328720414 -34.5527492084447))",628,1226,3005,CABILDO AV.,3101,3199,3102,3200,AVENIDA,101.66,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4635423351998 -34.5544799431134,-58.4645195982966 -34.5535122824196))",629,1332,3005,CABILDO AV.,3001,3099,3002,3100,AVENIDA,139.89,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4625330432147 -34.5554802733402,-58.4635423351998 -34.5544799431134))",630,1469,3005,CABILDO AV.,2901,2999,2902,3000,AVENIDA,144.55,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4618758876021 -34.556182767489,-58.4625330432147 -34.5554802733402))",631,1549,3005,CABILDO AV.,2831,2899,2802,2900,AVENIDA,98.54,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4616499665206 -34.5564248190251,-58.4618758876021 -34.556182767489))",632,1583,3005,CABILDO AV.,2801,2829,2774,2800,AVENIDA,33.93,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4612211895652 -34.5568842016635,-58.4616499665206 -34.5564248190251))",633,1635,3005,CABILDO AV.,2687,2799,2702,2772,AVENIDA,64.39,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4607781917069 -34.5573587944956,-58.4612211895652 -34.5568842016635))",634,1678,3005,CABILDO AV.,2601,2685,2612,2700,AVENIDA,66.52,,,Proyectado,20,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4685530396568 -34.5484837534505,-58.4686675638325 -34.5483469743722))",635,27636,3005,CABILDO AV.,0,0,0,0,AVENIDA,18.46,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.474964854768 -34.5400003823771,-58.4751941486556 -34.5399306394294,-58.4753957742819 -34.5397378966344,-58.4760943362526 -34.5389387307289,-58.4762806486858 -34.5380874191571))",636,0,0,CABILDO AV.,0,0,0,0,AVENIDA,256.09,,,Proyectado,20,,AV.CABILDO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.474964854768 -34.5400003823771,-58.4752054862966 -34.5397755205621,-58.4758530561284 -34.5388536412192,-58.4762806486858 -34.5380874191571))",637,0,0,CABILDO AV.,0,0,0,0,AVENIDA,245.23,,,Proyectado,20,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.474964854768 -34.5400003823771,-58.475071987649 -34.5397144271834,-58.4756285168715 -34.5387413583635,-58.4762806486858 -34.5380874191571))",638,0,0,CABILDO AV.,0,0,0,0,AVENIDA,246.69,,,Proyectado,20,,AV.CABILDO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Cabildo,"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.4762806486858 -34.5380874191571,-58.4774404989261 -34.5357766008073,-58.4780909989259 -34.5344643008075,-58.4782898989259 -34.5340170008076,-58.4787964989257 -34.5330787008077,-58.4795138989255 -34.5316610008079,-58.4800207989254 -34.530637900808,-58.4805303989252 -34.5296900008082,-58.4810319989251 -34.5288061008083,-58.481544298925 -34.5278669008084,-58.4821757989248 -34.5266955008086,-58.4826976989247 -34.5257525008087,-58.4831141989246 -34.5249998008088,-58.4837051989244 -34.523938400809,-58.4842567989243 -34.5229480008091,-58.4846829989241 -34.5221427008092,-58.485284098924 -34.5209093008094,-58.4859001989238 -34.5197584008095,-58.4863081989237 -34.5190539008096,-58.4866523989236 -34.5184344008097))",639,0,0,MAIPU AV.,0,0,0,0,AVENIDA,2379.53,,,Proyectado,20,"Sector Metrobus Norte en el Partido de Vicente López, es decir, fuera de la C.A.B.A.",AV.MAIPÚ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus Norte - Av Maipú (provincia),"7,8km",250.000pax/dia
"MULTILINESTRING ((-58.3808144439046 -34.6197506128864,-58.3807980124617 -34.6210666678304,-58.3809234812271 -34.6222774006004,-58.381033441654 -34.6231609203871,-58.38144608188 -34.6238150335705))",640,0,0,TUNEL METROBUS AV 9 DE JULIO,0,0,0,0,TÚNEL,461.17,,,Proyectado,11,Túnel Metrobus bajo la Av 9 de Julio inaugurado el 29 de Mayo de 2015 sentido hacia el Sur - Constitución,TÚNEL METROBUS (sentido Sur),CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.3797769936261 -34.6237246819728,-58.3803532867636 -34.6225126026674,-58.3806475243415 -34.6211516393127,-58.3808144439046 -34.6197506128864))",641,0,0,TUNEL METROBUS AV 9 DE JULIO,0,0,0,0,TÚNEL,454.02,,,Proyectado,11,Túnel Metrobus bajo la Av 9 de Julio inaugurado el 29 de Mayo de 2015 sentido hacia el Norte - Obelisco,TÚNEL METROBUS (sentido Norte),DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,Metrobus 9 de Julio,3km,180.000pax/dia
"MULTILINESTRING ((-58.4629181234245 -34.6460223337035,-58.4633313004746 -34.6467958393122,-58.4647732445186 -34.6487052006588))",642,0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,AUTOPISTA,343.48,,,Proyectado,8,Eje Medio de Metrobus Autopista 25 de Mayo - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,Metrobus Autopista 25 de Mayo,"-",120.000pax/dia
"MULTILINESTRING ((-58.3835185042939 -34.6228819694523,-58.3849009321627 -34.6229316388579,-58.3858365862224 -34.6229810119015,-58.3875223618084 -34.6231702134936,-58.3899498853594 -34.6234504276444,-58.392014973328 -34.6236955412255,-58.392697687614 -34.6238144003737,-58.3953357400916 -34.6244082129731,-58.3982940815368 -34.6251136348945,-58.4004939069551 -34.6256374181493,-58.401598057836 -34.6258818756266,-58.4024325242397 -34.626028630403,-58.4068832108191 -34.6265882324831,-58.4079621897072 -34.6267002182977,-58.4092856761752 -34.6267635220086,-58.4103900078157 -34.6267849062534,-58.4113678582363 -34.6268550072126,-58.4129441787789 -34.6270438113251,-58.415843935962 -34.6274212615506,-58.4177658667503 -34.6277007268003,-58.4196540931111 -34.6279731813176,-58.4215254609914 -34.6282665065642,-58.4227393391327 -34.6284341555297,-58.4243915913778 -34.6286158679811,-58.4269795596565 -34.62893023814,-58.4289605865612 -34.6291816700439,-58.4311102040895 -34.6295097676064,-58.4338836636005 -34.629914630306,-58.4367498723072 -34.630361260991,-58.4374411399309 -34.6304659343512,-58.4380733793157 -34.6306263402872,-58.438537010687 -34.6307867096573,-58.4390764969627 -34.6310237460197,-58.4403071601417 -34.6317556758047,-58.440871927758 -34.632076331408,-58.4426421066058 -34.6331497916852,-58.4453311434298 -34.6349550576659,-58.446064538218 -34.6354429580291,-58.4462752855935 -34.6355823574784,-58.446671498735 -34.6358123721476,-58.4470255705895 -34.6359796632189,-58.4474049396203 -34.6361330193458,-58.4477758864576 -34.6362445619977,-58.4483238871034 -34.6363561245178,-58.4489393460557 -34.6364189124004,-58.4495463847385 -34.6364189793794,-58.4511735933739 -34.6363633956697,-58.4517216122099 -34.6363773833168,-58.4520504211063 -34.6364052866443,-58.45252255372 -34.6364750123892,-58.4529272341922 -34.6365795736354,-58.4533656354754 -34.6367259473809,-58.4538883393696 -34.6369698852659,-58.4547819914644 -34.6374925872398,-58.4555576195992 -34.6379874016006,-58.4563922665631 -34.6386076477928,-58.4577496411182 -34.6397366139593,-58.4582302119942 -34.6401199021842,-58.4589721568171 -34.6406634731493,-58.4603380356177 -34.6416460711049,-58.4607596089286 -34.6419805683275,-58.4611558892641 -34.6423847491228,-58.4614509936373 -34.6427192422481,-58.4616786465206 -34.6430328284872,-58.4619568898935 -34.6435694077348,-58.4621676824172 -34.6440223636088,-58.462412203928 -34.6447470919957,-58.4625302502786 -34.6451164245007,-58.4627663459983 -34.6457017813816,-58.4629181234245 -34.6460223337035))",643,0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,AUTOPISTA,8088.47,,,Proyectado,8,Eje Medio de Metrobus Autopista 25 de Mayo - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,Metrobus Autopista 25 de Mayo,"-",120.000pax/dia
"MULTILINESTRING ((-58.4759882476895 -34.6486766201568,-58.4757352918622 -34.6487672383392,-58.4750607334023 -34.6489624273955,-58.4737200144984 -34.6491646432635,-58.4705157337762 -34.6494296948228,-58.4678344493718 -34.6494451178395))",644,0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,AUTOPISTA,1425.19,,,Proyectado,8,Empalme Metrobus 25 de Mayo con el Peaje Avellaneda de la Autopista Perito Moreno  - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,Metrobus Autopista 25 de Mayo,"-",120.000pax/dia
"MULTILINESTRING ((-58.4678344493718 -34.6494451178395,-58.466847636471 -34.6494507803396,-58.4661308785677 -34.649381117327,-58.4653466609071 -34.649255703354,-58.4644612495356 -34.648774890857,-58.4639721672127 -34.6483567851705,-58.4637529230595 -34.6480153292942,-58.4632975734011 -34.647004895424,-58.4629181234245 -34.6460223337035))",645,0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,TÚNEL,1425.19,,,Proyectado,8,Túnel de Autopista Metrobus 25 de Mayo hacia el Empalme con el Peaje Avellaneda de la Autopista Perito Moreno  - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,Metrobus Autopista 25 de Mayo,"-",120.000pax/dia
"MULTILINESTRING ((-58.5179161276097 -34.589621569623,-58.5182509008875 -34.5895213432821))",646,6786,20045,SAN MARTIN AV.,7451,7499,7464,7500,AVENIDA,32.66,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5166676171848 -34.5899954528619,-58.5179161276097 -34.589621569623))",647,6863,20045,SAN MARTIN AV.,7301,7449,7302,7462,AVENIDA,121.82,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5153726777773 -34.5903591316848,-58.5166676171848 -34.5899954528619))",648,6974,20045,SAN MARTIN AV.,7201,7299,7202,7300,AVENIDA,125.46,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.513880052944 -34.5908281656884,-58.5148296538855 -34.590545780715,-58.5153726777773 -34.5903591316848))",649,7068,20045,SAN MARTIN AV.,7101,7199,7102,7200,AVENIDA,146.53,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5124337999627 -34.5912582173123,-58.513880052944 -34.5908281656884))",650,7159,20045,SAN MARTIN AV.,7001,7099,7002,7100,AVENIDA,141,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5110341959004 -34.5916818246015,-58.5113740053006 -34.5915733049684,-58.5124337999627 -34.5912582173123))",651,7258,20045,SAN MARTIN AV.,6901,6999,6902,7000,AVENIDA,136.74,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5109268292177 -34.5917160937855,-58.5110341959004 -34.5916818246015))",652,7270,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,10.56,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5096621227572 -34.5921736473574,-58.5106740361301 -34.5917968304182,-58.5109268292177 -34.5917160937855))",653,7349,20045,SAN MARTIN AV.,6801,6899,6802,6900,AVENIDA,126.67,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5090497766484 -34.5924017073673,-58.5096621227572 -34.5921736473574))",654,7389,20045,SAN MARTIN AV.,6751,6799,6752,6800,AVENIDA,61.61,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5085290414593 -34.5925957145017,-58.5090497766484 -34.5924017073673))",655,7423,20045,SAN MARTIN AV.,6701,6749,6702,6750,AVENIDA,52.4,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5073935645943 -34.5930185466566,-58.5085290414593 -34.5925957145017))",656,7537,20045,SAN MARTIN AV.,6601,6699,6602,6700,AVENIDA,114.24,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5062579909788 -34.5934412274057,-58.5065453551993 -34.5933344301595,-58.5073935645943 -34.5930185466566))",657,7601,20045,SAN MARTIN AV.,6501,6599,6502,6600,AVENIDA,114.24,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5059108540144 -34.5935702291238,-58.5062579909788 -34.5934412274057))",658,7626,20045,SAN MARTIN AV.,6471,6499,6472,6500,AVENIDA,34.91,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5051230867174 -34.5938630522266,-58.5059108540144 -34.5935702291238))",659,7667,20045,SAN MARTIN AV.,6401,6469,6402,6470,AVENIDA,79.23,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5040063924217 -34.5942781699024,-58.5051230867174 -34.5938630522266))",660,7748,20045,SAN MARTIN AV.,6301,6399,6302,6400,AVENIDA,112.32,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5035437890607 -34.5944500929056,-58.5040063924217 -34.5942781699024))",661,7781,20045,SAN MARTIN AV.,6271,6299,6272,6300,AVENIDA,46.53,,,Proyectado,11,Cierre de estas calles por Construcción de Túnel bajo vías del FFCC - Comienzo en Agosto de 2014,AV.SAN MARTIN,EN OBRA,10,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5028766593642 -34.5946980001235,-58.5031804633847 -34.5945821598252))",662,7828,20045,SAN MARTIN AV.,6201,6269,6202,6270,AVENIDA,30.69,,,Proyectado,11,Cierre de estas calles por Construcción de Túnel bajo vías del FFCC - Comienzo en Agosto de 2014,AV.SAN MARTIN,EN OBRA,10,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5027574526382 -34.59474233682,-58.5028766593642 -34.5946980001235))",663,7841,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,11.99,,,Proyectado,11,Cierre de estas calles por Construcción de Túnel bajo vías del FFCC - Comienzo en Agosto de 2014,AV.SAN MARTIN,EN OBRA,10,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5017928951509 -34.5951008326492,-58.5027574526382 -34.59474233682))",664,7908,20045,SAN MARTIN AV.,6101,6199,6102,6200,AVENIDA,97.01,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.5007097164842 -34.5955033736435,-58.5017928951509 -34.5951008326492))",665,7984,20045,SAN MARTIN AV.,6001,6099,6002,6100,AVENIDA,108.94,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4996339354819 -34.595903297026,-58.5001263573109 -34.5957201821187,-58.5007097164842 -34.5955033736435))",666,8078,20045,SAN MARTIN AV.,5901,5999,5902,6000,AVENIDA,108.2,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.499550828959 -34.5959341684229,-58.4996339354819 -34.595903297026))",667,8084,20045,SAN MARTIN AV.,0,0,0,0,AVENIDA,8.36,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4983848619464 -34.5963676304009,-58.499550828959 -34.5959341684229))",668,8170,20045,SAN MARTIN AV.,5801,5899,5802,5900,AVENIDA,117.27,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4967848860194 -34.5968111331741,-58.497149411155 -34.5967994751171))",669,8272,20045,SAN MARTIN AV.,5701,5709,5702,5710,AVENIDA,33.46,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.497149411155 -34.5967994751171,-58.4983848619464 -34.5963676304009))",670,8275,20045,SAN MARTIN AV.,5711,5799,5712,5800,AVENIDA,123.04,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4947157690319 -34.5969476847742,-58.4967848860194 -34.5968111331741))",671,8299,20045,SAN MARTIN AV.,5501,5699,5502,5700,AVENIDA,190.41,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
"MULTILINESTRING ((-58.4929088631432 -34.5970674458697,-58.4934177131757 -34.5970333738599,-58.4947157690319 -34.5969476847742))",672,8329,20045,SAN MARTIN AV.,5301,5499,5302,5500,AVENIDA,166.29,,,Proyectado,11,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Av San Martín,"5,8km",70.000pax/dia
